SalePrice,MSSubClass,LotFrontage,LotArea,LotConfig,Neighborhood,Condition1,Condition2,YearBuilt,YearRemodAdd,RoofStyle,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,MoSold,YrSold,SaleCondition
154000,160,36,2448,Inside,NridgHt,Norm,Norm,2003,2004,Gable,Stone,106,Gd,PConc,191,764,764,862,1626,2,1,Gd,6,BuiltIn,2003,RFn,2,474,10,2008,Normal
437154,60,56,20431,Inside,NridgHt,Norm,Norm,2005,2006,Hip,BrkFace,870,Ex,PConc,438,1848,1848,880,2728,4,1,Ex,10,Attchd,2006,Fin,3,706,4,2006,Partial
318061,120,68,7820,Inside,NridgHt,Norm,Norm,2007,2007,Hip,BrkFace,362,Ex,PConc,1869,1869,1869,0,1869,2,1,Ex,6,Attchd,2007,RFn,2,617,12,2007,Partial
190000,120,NA,5271,Inside,ClearCr,Norm,Norm,1986,1986,Gable,None,0,TA,PConc,371,1453,1453,0,1453,2,1,Gd,6,Attchd,1986,RFn,2,445,12,2006,Abnorml
95000,50,60,9084,Inside,Edwards,Artery,Norm,1941,1950,Gable,None,0,TA,CBlock,0,616,616,495,1111,3,1,TA,5,Detchd,1941,Unf,1,200,3,2008,Normal
105900,30,60,8520,Inside,OldTown,Norm,Norm,1928,2003,Gable,None,0,TA,BrkTil,624,624,720,0,720,2,1,TA,5,Detchd,2005,Unf,2,484,5,2010,Normal
140000,50,60,8400,Inside,SWISU,Norm,Norm,1940,2000,Gable,None,0,TA,CBlock,552,940,1192,403,1595,2,1,TA,6,Attchd,1940,Unf,1,240,6,2006,Normal
177500,20,105,11249,Inside,CollgCr,Norm,Norm,1995,1995,Gable,None,0,Gd,PConc,322,1200,1200,0,1200,3,1,Gd,6,Attchd,1995,RFn,2,521,8,2007,Normal
173000,20,NA,9248,Inside,Gilbert,Norm,Norm,1992,1992,Gable,BrkFace,106,TA,PConc,598,1158,1167,0,1167,3,1,Gd,6,Attchd,1992,RFn,2,400,7,2009,Normal
134000,120,44,4224,Inside,MeadowV,Norm,Norm,1976,1976,Gable,None,0,TA,PConc,268,1142,1142,0,1142,3,1,TA,6,Attchd,1976,Fin,2,528,8,2007,Normal
130000,80,92,6930,Inside,ClearCr,Norm,Norm,1958,1958,Hip,BrkFace,120,TA,CBlock,468,1062,1352,0,1352,3,1,Gd,6,BuiltIn,1958,Unf,1,288,7,2006,Abnorml
280000,60,78,12011,CulDSac,NoRidge,Norm,Norm,1998,1998,Gable,BrkFace,530,Gd,PConc,130,1086,1086,838,1924,3,1,Gd,7,Attchd,1998,RFn,2,592,6,2006,Normal
156000,85,NA,7540,CulDSac,Mitchel,Norm,Norm,1978,1978,Gable,None,0,TA,CBlock,115,888,912,0,912,2,1,TA,5,Attchd,1978,RFn,2,470,6,2007,Normal
145000,50,NA,9144,Inside,BrkSide,Norm,Norm,1940,1982,Gable,None,0,TA,CBlock,484,883,988,517,1505,3,1,TA,8,Detchd,1940,Unf,1,240,7,2008,Normal
198500,85,64,7301,Corner,Edwards,Norm,Norm,2003,2003,Gable,BrkFace,500,Gd,Slab,0,0,495,1427,1922,4,1,Gd,7,BuiltIn,2003,RFn,2,672,7,2009,Normal
118000,160,21,1680,Inside,BrDale,Norm,Norm,1972,2007,Gable,BrkFace,510,TA,CBlock,321,483,483,504,987,2,1,Gd,5,Detchd,1972,Unf,1,264,5,2009,Normal
190000,60,NA,18800,FR2,NWAmes,Norm,Norm,1976,1976,Gable,BrkFace,120,TA,PConc,84,796,790,784,1574,3,1,TA,6,Attchd,1976,Fin,2,566,7,2006,Normal
147000,70,59,10690,Inside,IDOTRR,Norm,Norm,1920,1997,Hip,None,0,TA,CBlock,216,672,672,672,1344,3,1,TA,6,Detchd,1964,Unf,1,468,7,2009,Normal
159000,20,NA,9500,Inside,NAmes,Norm,Norm,1963,1963,Gable,BrkFace,247,TA,CBlock,785,1394,1394,0,1394,3,1,TA,6,Attchd,1963,RFn,2,514,7,2009,Normal
165000,80,101,9150,Corner,NAmes,Norm,Norm,1962,1962,Gable,BrkFace,305,TA,CBlock,728,1099,1431,0,1431,3,1,TA,6,Basment,1962,RFn,1,296,12,2008,Normal
132000,20,78,7800,Inside,NAmes,Norm,Norm,1954,1954,Gable,BrkFace,200,TA,PConc,728,1268,1268,0,1268,2,1,TA,7,Attchd,1954,Fin,1,244,3,2010,Normal
162000,20,NA,9830,Corner,NAmes,Norm,Norm,1959,2006,Gable,None,0,TA,CBlock,733,1063,1287,0,1287,3,1,Gd,7,Detchd,1997,Fin,2,576,3,2010,Normal
172400,60,NA,8121,Inside,Gilbert,Norm,Norm,2000,2000,Gable,None,0,TA,PConc,953,953,953,711,1664,3,1,TA,7,Attchd,2000,RFn,2,460,1,2006,Normal
134432,50,80,17120,Inside,ClearCr,Feedr,Norm,1959,1959,Gable,None,0,TA,CBlock,0,0,1120,468,1588,4,1,TA,7,Detchd,1991,Fin,2,680,7,2008,Normal
125000,120,50,7175,Inside,SawyerW,Norm,Norm,1984,1984,Gable,None,0,TA,CBlock,0,744,752,0,752,2,1,TA,4,Attchd,1984,Unf,1,264,2,2010,Normal
123000,20,79,10634,Inside,NAmes,Norm,Norm,1953,1953,Gable,None,0,TA,PConc,0,608,1319,0,1319,3,1,TA,5,Attchd,1953,Unf,1,270,11,2009,Normal
219500,60,65,8200,Inside,CollgCr,Norm,Norm,2003,2004,Gable,None,0,Gd,PConc,847,847,847,1081,1928,4,1,Gd,8,BuiltIn,2003,Fin,2,434,7,2007,Normal
61000,30,NA,10020,Inside,Edwards,Norm,Norm,1922,1950,Gable,None,0,Fa,BrkTil,333,683,904,0,904,1,1,Fa,4,NA,NA,NA,0,0,3,2009,Normal
148000,85,57,8846,CulDSac,CollgCr,Norm,Norm,1996,1996,Gable,None,0,Gd,PConc,572,870,914,0,914,2,1,TA,5,Detchd,1998,Unf,2,576,7,2006,Normal
340000,60,102,11143,Corner,Somerst,Norm,Norm,2004,2005,Gable,None,0,Gd,PConc,1580,1580,1580,886,2466,4,1,Gd,8,Attchd,2004,RFn,2,610,12,2007,Normal
394432,20,88,11394,Corner,StoneBr,Norm,Norm,2010,2010,Hip,Stone,350,Gd,PConc,411,1856,1856,0,1856,1,1,Ex,8,Attchd,2010,Fin,3,834,6,2010,Partial
179000,60,60,8123,Inside,Gilbert,RRAn,Norm,2000,2000,Gable,BrkFace,16,TA,PConc,982,982,1007,793,1800,3,1,TA,7,Attchd,2000,Fin,2,463,6,2009,Normal
127000,50,50,5000,Inside,SWISU,Norm,Norm,1924,1950,Gable,None,0,TA,BrkTil,808,1026,1026,665,1691,3,1,Gd,6,Detchd,1924,Unf,1,308,5,2010,Normal
187750,20,60,7200,Inside,Somerst,Norm,Norm,2006,2006,Gable,None,0,Gd,PConc,1293,1293,1301,0,1301,2,1,Gd,5,Attchd,2006,RFn,2,572,8,2006,Partial
213500,60,79,9245,Inside,CollgCr,Norm,Norm,2006,2006,Gable,None,0,Gd,PConc,939,939,939,858,1797,3,1,Gd,8,Attchd,2006,RFn,2,639,4,2007,Normal
76000,45,60,9000,Corner,SawyerW,Norm,Norm,1928,1950,Gable,None,0,TA,BrkTil,784,784,784,0,784,2,1,TA,5,Detchd,1950,Unf,2,360,10,2009,Normal
240000,60,NA,53107,Corner,ClearCr,Feedr,Norm,1992,1992,Gable,None,0,Gd,PConc,595,1580,1079,874,1953,3,1,Gd,9,Attchd,1992,Fin,2,501,6,2007,Normal
192000,120,43,3182,Inside,Blmngtn,Norm,Norm,2004,2005,Gable,BrkFace,16,Gd,PConc,1232,1256,1269,0,1269,2,1,Gd,6,Attchd,2004,Fin,2,430,4,2010,Normal
81000,50,58,8410,FR2,Edwards,Feedr,Norm,1910,1996,Gambrel,None,0,TA,PConc,658,658,658,526,1184,5,1,TA,8,NA,NA,NA,0,0,5,2006,AdjLand
125000,80,72,7200,Inside,Edwards,Norm,Norm,1976,1976,Hip,BrkFace,255,TA,CBlock,410,1041,1125,0,1125,3,1,TA,6,Detchd,1977,Unf,1,352,10,2009,Abnorml
191000,20,93,9382,CulDSac,CollgCr,Norm,Norm,1999,2000,Gable,BrkFace,125,Gd,PConc,1468,1468,1479,0,1479,3,1,Gd,6,Attchd,1999,RFn,2,577,7,2008,Normal
426000,60,96,12474,Inside,NridgHt,Norm,Norm,2007,2008,Gable,Stone,272,Ex,PConc,402,1682,1742,590,2332,3,1,Ex,9,BuiltIn,2008,Fin,3,846,8,2008,Partial
119000,50,50,8405,Inside,Edwards,Norm,Norm,1900,1950,Gable,None,0,TA,BrkTil,229,861,961,406,1367,4,1,TA,7,Detchd,1978,Unf,1,384,4,2008,Normal
215000,60,71,12209,CulDSac,Mitchel,Norm,Norm,2001,2002,Gable,None,0,TA,PConc,114,804,804,1157,1961,3,1,Gd,7,BuiltIn,2001,Fin,2,560,6,2009,Normal
106500,20,NA,8339,Inside,NAmes,Norm,Norm,1959,1959,Gable,None,0,TA,Slab,0,0,882,0,882,3,1,TA,5,Attchd,1959,RFn,1,294,7,2007,Normal
100000,30,NA,7446,Corner,BrkSide,Feedr,Norm,1941,1950,Gable,None,0,TA,CBlock,522,788,788,0,788,2,1,TA,4,NA,NA,NA,0,0,4,2006,Abnorml
109000,50,60,10134,Inside,OldTown,Norm,Norm,1940,1950,Gable,None,0,TA,CBlock,735,735,735,299,1034,2,1,TA,5,Detchd,1940,Unf,1,240,7,2007,Normal
129000,20,68,9571,Inside,Edwards,Norm,Norm,1956,1956,Gable,None,0,TA,CBlock,405,1144,1144,0,1144,3,1,TA,6,Attchd,1956,Unf,1,596,6,2010,Normal
123000,20,60,7200,Inside,CollgCr,Norm,Norm,1972,1972,Hip,None,0,TA,CBlock,117,894,894,0,894,2,1,TA,6,Detchd,1985,RFn,2,600,9,2009,Normal
169500,60,69,7590,Inside,NAmes,PosN,Norm,1962,1962,Gable,BrkFace,288,TA,CBlock,324,864,876,936,1812,4,1,TA,8,Attchd,1962,RFn,1,264,7,2007,Normal
67000,30,60,8967,Corner,IDOTRR,Norm,Norm,1920,1950,Gable,None,0,TA,BrkTil,961,961,1077,0,1077,2,1,TA,6,Detchd,1920,Unf,1,338,11,2007,Abnorml
241000,60,65,8125,Inside,Somerst,Norm,Norm,2006,2007,Gable,Stone,100,Gd,PConc,280,1092,1112,438,1550,2,1,Gd,7,Attchd,2007,Fin,2,438,10,2009,Normal
245500,120,38,14963,Inside,Veenker,Norm,Norm,1996,1996,Gable,None,0,Gd,PConc,474,1260,1288,0,1288,1,1,Ex,4,Attchd,1996,Fin,2,500,12,2008,Normal
164990,20,65,8767,Inside,CollgCr,Norm,Norm,2005,2005,Gable,None,0,Gd,PConc,1286,1310,1310,0,1310,3,1,Gd,6,Attchd,2005,Fin,2,400,7,2006,Partial
108000,30,60,10200,Inside,Sawyer,Norm,Norm,1940,1997,Gable,None,0,TA,PConc,672,672,672,0,672,2,1,TA,4,Detchd,1940,Unf,1,240,8,2008,Normal
258000,60,93,12090,Corner,NoRidge,Norm,Norm,1998,1998,Hip,BrkFace,650,Gd,PConc,1141,1141,1165,1098,2263,4,1,Gd,10,BuiltIn,1998,Fin,2,420,7,2006,Abnorml
168000,60,NA,10364,Inside,Gilbert,Norm,Norm,1995,1996,Gable,None,0,TA,PConc,806,806,806,766,1572,3,1,TA,7,BuiltIn,1995,Fin,2,373,5,2007,Normal
150000,20,NA,9991,Corner,Sawyer,Feedr,Norm,1976,1993,Gable,None,0,TA,CBlock,165,1281,1620,0,1620,3,1,TA,8,Attchd,1993,Unf,2,490,6,2009,Normal
115000,50,51,10480,Inside,SWISU,Norm,Norm,1936,1950,Gable,None,0,TA,BrkTil,1064,1064,1166,0,1639,3,1,TA,6,Detchd,1936,Unf,1,240,3,2008,Normal
177000,70,63,15576,Inside,Crawfor,Norm,Norm,1915,1976,Gable,None,0,TA,BrkTil,840,840,840,840,1680,4,1,TA,8,Attchd,1960,Unf,1,308,3,2008,Normal
280000,60,109,14154,Corner,NridgHt,Norm,Norm,2006,2006,Gable,BrkFace,350,Gd,PConc,1063,1063,1071,1101,2172,3,1,Gd,9,Attchd,2006,RFn,3,947,8,2007,Partial
339750,60,85,10800,Inside,Somerst,Norm,Norm,2007,2008,Gable,Stone,100,Gd,PConc,245,1034,1050,1028,2078,3,1,Ex,8,Attchd,2008,Fin,3,836,4,2008,Partial
60000,20,68,9571,Inside,Edwards,Norm,Norm,1958,1958,Gable,None,0,TA,CBlock,1276,1276,1276,0,1276,3,1,TA,5,Attchd,1958,Unf,1,350,6,2009,Abnorml
145000,190,100,34650,Inside,Gilbert,Norm,Norm,1955,1955,Hip,None,0,TA,CBlock,0,1056,1056,0,1056,3,1,TA,5,Attchd,1955,Fin,2,572,1,2006,Normal
222000,20,NA,4403,Inside,Somerst,Norm,Norm,2009,2009,Gable,Stone,432,Ex,PConc,892,1470,1478,0,1478,2,1,Gd,7,Attchd,2009,Fin,2,484,6,2010,Partial
115000,30,56,8960,Inside,OldTown,Artery,Norm,1927,1950,Gable,None,0,TA,CBlock,1008,1008,1028,0,1028,2,1,TA,5,Detchd,1927,Unf,2,360,3,2010,Normal
228000,60,59,11228,CulDSac,SawyerW,Norm,Norm,1993,1993,Gable,None,0,Gd,PConc,499,1080,1080,1017,2097,3,1,Gd,9,Attchd,1993,Unf,3,678,12,2008,Normal
181134,20,73,8899,Inside,Gilbert,Norm,Norm,2007,2007,Gable,None,0,Gd,PConc,1316,1340,1340,0,1340,3,1,Gd,6,Attchd,2007,Fin,2,396,8,2007,Partial
149500,60,74,7844,Inside,Sawyer,Norm,Norm,1978,1978,Hip,BrkFace,203,TA,CBlock,463,672,672,728,1400,3,1,TA,6,Attchd,1978,Fin,2,440,3,2006,Normal
239000,70,86,22420,Inside,Crawfor,Feedr,Norm,1918,1950,Hip,None,0,TA,BrkTil,242,1370,1370,1254,2624,4,1,TA,10,Detchd,1918,Unf,3,864,11,2007,Normal
126000,50,60,8160,Inside,Edwards,Norm,Norm,1940,1950,Gable,None,0,TA,BrkTil,444,756,756,378,1134,3,1,TA,7,Detchd,1940,Unf,1,240,4,2007,AdjLand
142000,20,65,8450,Inside,NAmes,Norm,Norm,1968,1968,Gable,None,0,TA,CBlock,281,1056,1056,0,1056,3,1,TA,6,Attchd,1968,Unf,1,304,7,2010,Normal
206300,90,78,7060,Inside,Mitchel,Norm,Norm,1997,1998,Gable,BrkFace,200,TA,PConc,35,1344,1344,0,1344,2,2,TA,8,Attchd,1997,Fin,4,784,11,2008,Alloca
215000,20,NA,16635,FR2,NWAmes,Norm,Norm,1977,2000,Gable,Stone,126,Gd,CBlock,356,1602,1602,0,1602,3,1,Gd,8,Attchd,1977,Fin,2,529,6,2009,Normal
113000,20,100,21750,Inside,Mitchel,Artery,Norm,1954,1954,Hip,None,0,TA,CBlock,988,988,988,0,988,2,1,TA,4,Attchd,1954,RFn,2,520,2,2008,Normal
315000,60,80,9200,Inside,NoRidge,Norm,Norm,1998,1998,Gable,BrkFace,473,Gd,PConc,484,1470,1470,1160,2630,4,1,Gd,8,Attchd,1998,Fin,3,696,6,2008,Normal
139000,20,72,9000,Inside,NAmes,Norm,Norm,1956,1956,Gable,BrkFace,74,TA,CBlock,580,1196,1196,0,1196,2,1,TA,6,Attchd,1956,RFn,1,297,5,2008,Normal
135000,60,60,3378,Inside,OldTown,Norm,Norm,1946,1992,Gable,None,0,TA,CBlock,651,651,707,682,1389,3,1,TA,6,Detchd,1947,Unf,1,240,9,2009,Normal
275000,80,NA,12800,Inside,SawyerW,Norm,Norm,1989,1989,Gable,BrkFace,145,Gd,PConc,0,1518,1644,0,1644,2,1,Gd,5,Attchd,1989,Fin,2,569,8,2009,Normal
109008,20,77,8593,Inside,NAmes,Norm,Norm,1957,1957,Hip,None,0,TA,CBlock,619,907,907,0,907,3,1,TA,5,Detchd,1964,Unf,1,352,7,2008,Normal
195400,20,64,6762,Inside,CollgCr,Norm,Norm,2007,2007,Gable,BrkFace,108,Gd,PConc,544,1208,1208,0,1208,2,1,Gd,6,Attchd,2007,RFn,2,628,9,2007,Partial
175000,20,130,11457,Corner,Timber,Norm,Norm,1988,1988,Gable,None,0,TA,CBlock,387,1392,1412,0,1412,3,1,Gd,6,Attchd,1988,Unf,2,576,3,2009,Normal
85400,160,21,1680,Inside,BrDale,Norm,Norm,1971,1971,Gable,BrkFace,232,TA,CBlock,96,483,483,504,987,2,1,TA,4,Detchd,1971,Unf,1,264,7,2008,Abnorml
79900,50,60,5586,Inside,OldTown,Feedr,Norm,1920,1998,Gable,None,0,TA,BrkTil,901,901,1088,110,1198,4,1,TA,7,NA,NA,NA,0,0,9,2008,Abnorml
122500,160,24,1920,Inside,BrDale,Norm,Norm,1971,1971,Gable,BrkFace,376,TA,CBlock,294,765,765,600,1365,2,1,TA,6,Detchd,1971,Unf,2,440,8,2007,Normal
181000,60,100,10839,Corner,Gilbert,Norm,Norm,1997,1998,Gable,None,0,TA,PConc,926,926,926,678,1604,3,1,TA,7,Attchd,1997,Fin,2,470,7,2008,Normal
81000,180,21,1890,Inside,MeadowV,Norm,Norm,1972,1972,Gable,None,0,TA,CBlock,135,630,630,0,630,1,1,TA,3,NA,NA,NA,0,0,6,2008,Normal
212000,60,43,10667,CulDSac,CollgCr,PosN,Norm,1996,1996,Gable,None,0,Gd,PConc,70,799,827,834,1661,3,1,Gd,6,Attchd,1996,RFn,2,550,4,2009,Normal
116000,50,40,4400,Inside,OldTown,Norm,Norm,1920,1950,Gable,None,0,TA,BrkTil,648,648,734,384,1118,2,1,TA,6,Detchd,1990,Unf,2,440,10,2006,Normal
119000,45,50,6000,Inside,BrkSide,Norm,Norm,1926,2004,Gable,None,0,Gd,PConc,884,884,904,0,904,2,1,TA,4,Detchd,1926,Unf,1,180,1,2009,Normal
90350,30,40,4280,Inside,Crawfor,Norm,Norm,1913,2002,Gable,None,0,TA,PConc,75,440,694,0,694,2,1,Gd,4,Detchd,1990,Unf,1,352,3,2007,Normal
110000,50,67,12354,Corner,Edwards,Norm,Norm,1920,2000,Gable,None,0,TA,BrkTil,684,684,684,512,1196,3,1,Gd,7,Detchd,2005,Unf,2,528,8,2009,Normal
555000,20,105,15431,Inside,NridgHt,Norm,Norm,2008,2008,Hip,Stone,200,Ex,PConc,788,3094,2402,0,2402,2,1,Ex,10,Attchd,2008,Fin,3,672,4,2009,Normal
118000,90,92,12108,Inside,Edwards,Norm,Norm,1955,1955,Gable,BrkFace,270,TA,CBlock,1307,1440,1440,0,1440,4,2,Fa,8,NA,NA,NA,0,0,9,2008,Normal
162900,50,52,6240,Inside,BrkSide,Norm,Norm,1930,1992,Gable,None,0,TA,PConc,1078,1078,1128,445,1573,3,1,TA,8,Detchd,1930,Unf,2,360,6,2008,Normal
172500,120,53,3922,Inside,Blmngtn,Norm,Norm,2006,2007,Gable,BrkFace,72,Gd,PConc,1258,1258,1258,0,1258,2,1,Gd,6,Attchd,2007,Fin,3,648,6,2007,Partial
210000,60,70,8750,Inside,CollgCr,Norm,Norm,1994,1995,Gable,None,0,Gd,PConc,273,915,933,975,1908,4,1,Gd,8,Attchd,1994,Unf,2,493,7,2008,Normal
127500,20,73,9855,Corner,Edwards,Norm,Norm,1956,1956,Hip,None,0,TA,CBlock,1436,1436,1689,0,1689,3,1,TA,7,Attchd,1956,Unf,2,480,11,2009,Normal
190000,20,137,16492,Corner,NAmes,PosA,Norm,1966,2002,Gable,None,0,Gd,CBlock,557,1517,1888,0,1888,2,1,Gd,6,Attchd,1966,Fin,2,578,6,2010,Normal
199900,60,NA,11214,Corner,Gilbert,Norm,Norm,1998,1999,Gable,None,0,Gd,PConc,930,930,956,930,1886,4,1,Gd,10,Attchd,1998,Fin,2,431,7,2006,Normal
119500,50,50,8600,Inside,IDOTRR,Norm,Norm,1937,1950,Gable,None,0,TA,BrkTil,780,780,780,596,1376,3,1,TA,7,Detchd,1937,Unf,1,198,6,2006,Normal
120000,50,50,6000,Inside,OldTown,Norm,Norm,1948,2002,Gable,None,0,TA,CBlock,318,649,679,504,1183,2,1,TA,6,Detchd,1981,Unf,1,308,6,2007,Normal
110000,30,70,5684,Inside,OldTown,Norm,Norm,1930,2005,Hip,None,0,TA,BrkTil,813,813,813,0,813,2,1,Gd,5,Detchd,1932,Unf,1,270,6,2006,Normal
280000,20,62,70761,Inside,ClearCr,Norm,Norm,1975,1975,Gable,None,0,TA,CBlock,878,1533,1533,0,1533,2,1,Gd,5,Attchd,1975,Unf,2,576,12,2006,Normal
204000,60,NA,9303,Corner,Timber,Norm,Norm,1996,1997,Hip,BrkFace,42,Gd,PConc,130,872,888,868,1756,3,1,TA,7,Attchd,1996,Fin,2,422,7,2007,Normal
210000,60,75,9000,Inside,Somerst,Norm,Norm,2008,2008,Gable,None,0,Gd,PConc,768,768,786,804,1590,3,1,Gd,6,Attchd,2008,RFn,2,676,6,2009,Normal
188000,90,63,9297,Inside,Mitchel,Norm,Norm,1976,1976,Gable,None,0,TA,CBlock,122,1728,1728,0,1728,4,2,TA,8,Detchd,1976,Unf,2,560,7,2006,Family
175500,20,80,9600,Inside,NWAmes,Norm,Norm,1973,1973,Hip,BrkFace,320,TA,CBlock,326,1242,1242,0,1242,3,1,TA,6,Attchd,1973,Unf,2,528,9,2007,Normal
98000,70,34,4571,Inside,OldTown,Norm,Norm,1916,1950,Gable,None,0,TA,BrkTil,624,624,624,720,1344,4,1,TA,7,Detchd,1916,Unf,3,513,5,2008,Abnorml
256000,20,NA,53227,CulDSac,ClearCr,Norm,Norm,1954,1994,Flat,None,0,TA,CBlock,248,1364,1663,0,1663,2,1,Gd,6,Attchd,1954,Fin,2,529,3,2008,Normal
161000,70,NA,5100,Inside,OldTown,Norm,Norm,1925,1996,Hip,None,0,TA,PConc,588,588,833,833,1666,3,1,Gd,7,Detchd,1925,Unf,1,228,6,2008,Normal
110000,50,NA,7015,Corner,BrkSide,Norm,Norm,1950,1950,Gable,BrkCmn,161,TA,CBlock,524,709,979,224,1203,3,1,Gd,5,Detchd,1950,Unf,1,352,7,2009,Normal
263435,60,75,8004,Inside,Somerst,RRAn,Norm,2009,2009,Gable,Stone,110,Gd,PConc,288,832,832,1103,1935,3,1,TA,8,BuiltIn,2009,Fin,2,552,12,2009,Partial
155000,70,60,7200,Inside,SWISU,Feedr,Norm,1936,2007,Gable,None,0,Gd,PConc,0,560,575,560,1135,3,1,Gd,6,Detchd,1971,RFn,2,576,4,2009,Normal
62383,20,60,8281,Inside,Sawyer,Norm,Norm,1965,1965,Gable,None,0,TA,CBlock,0,864,864,0,864,3,1,TA,5,Detchd,1965,Unf,1,360,12,2009,Normal
188700,70,74,11988,Inside,Crawfor,Norm,Norm,1934,1995,Hip,None,0,TA,CBlock,389,715,849,811,1660,3,1,TA,6,Detchd,1939,Unf,1,240,8,2008,Normal
124000,20,60,8430,Inside,CollgCr,Norm,Norm,1978,1978,Gable,BrkFace,136,TA,CBlock,424,1040,1040,0,1040,3,1,TA,5,NA,NA,NA,0,0,8,2009,Normal
178740,120,NA,3072,Inside,Blmngtn,Norm,Norm,2004,2004,Hip,BrkFace,18,Gd,PConc,1375,1375,1414,0,1414,2,1,Gd,6,Attchd,2004,Fin,2,398,5,2006,Normal
167000,20,85,10628,Inside,NAmes,Norm,Norm,1970,1970,Flat,None,0,TA,CBlock,499,1277,1277,0,1277,2,1,TA,5,Attchd,1970,Unf,2,526,4,2007,Normal
146500,70,79,9480,Inside,NAmes,Artery,Norm,1942,1995,Gable,Stone,224,TA,CBlock,342,728,888,756,1644,3,1,Gd,7,Attchd,1942,Unf,1,312,6,2007,Normal
250000,20,98,11428,Inside,NridgHt,Norm,Norm,2006,2006,Gable,Stone,248,Gd,PConc,1626,1626,1634,0,1634,3,1,Gd,7,Attchd,2006,RFn,3,866,5,2007,Normal
187000,60,76,9291,Corner,SawyerW,RRNe,Norm,1993,1993,Gable,BrkFace,120,Gd,PConc,406,832,832,878,1710,3,1,Gd,7,Attchd,1993,RFn,2,506,6,2008,Normal
212000,120,NA,6820,Corner,StoneBr,Norm,Norm,1985,1985,Gable,None,0,Gd,PConc,0,1488,1502,0,1502,1,1,Gd,4,Attchd,1985,RFn,2,528,6,2010,Normal
190000,60,92,11952,Inside,NWAmes,PosA,Norm,1977,1977,Mansard,None,0,TA,CBlock,808,808,1161,808,1969,3,1,TA,8,Attchd,1977,RFn,2,534,11,2007,Normal
148000,180,35,3675,Inside,Edwards,Norm,Norm,2005,2005,Gable,BrkFace,80,TA,PConc,88,547,1072,0,1072,2,1,TA,5,Basment,2005,RFn,2,525,6,2008,Normal
440000,20,110,14977,Inside,NridgHt,Norm,Norm,2006,2007,Gable,BrkFace,304,Gd,PConc,626,1976,1976,0,1976,2,1,Gd,7,Attchd,2006,RFn,3,908,7,2007,Partial
251000,120,41,5330,Inside,StoneBr,Norm,Norm,2000,2000,Gable,None,0,Gd,PConc,298,1494,1652,0,1652,2,1,Ex,6,Attchd,2000,RFn,2,499,8,2007,Normal
132500,20,80,8480,Corner,Sawyer,Norm,Norm,1963,1963,Hip,None,0,TA,CBlock,340,970,970,0,970,2,1,TA,5,Detchd,1996,Unf,2,624,7,2007,Normal
208900,20,75,13125,Inside,CollgCr,Norm,Norm,1997,1998,Gable,BrkFace,215,TA,PConc,484,1478,1493,0,1493,3,1,Gd,7,Attchd,1997,Fin,2,508,4,2008,Normal
380000,60,105,13693,Inside,NridgHt,Norm,Norm,2006,2006,Hip,BrkFace,772,Ex,PConc,2153,2153,2069,574,2643,3,1,Ex,9,BuiltIn,2006,Fin,3,694,3,2007,Normal
297000,20,79,10637,Inside,CollgCr,Norm,Norm,2007,2008,Hip,Stone,336,Gd,PConc,417,1705,1718,0,1718,3,1,Gd,7,Attchd,2007,RFn,3,826,9,2009,Normal
89471,30,50,5925,Inside,OldTown,Norm,Norm,1937,2000,Hip,BrkCmn,435,TA,BrkTil,739,907,1131,0,1131,2,1,TA,7,Detchd,1995,Unf,2,672,3,2007,Alloca
326000,20,98,16033,FR2,NridgHt,Norm,Norm,2004,2005,Hip,BrkFace,378,Gd,PConc,572,1833,1850,0,1850,3,1,Gd,8,Attchd,2004,Fin,3,772,3,2006,Normal
374000,20,72,11846,Inside,NridgHt,Norm,Norm,2003,2004,Hip,BrkFace,562,Gd,PConc,225,1792,1792,0,1792,2,1,Ex,6,Attchd,2003,Fin,3,874,8,2006,Normal
155000,70,50,2500,Corner,OldTown,Norm,Norm,1915,2005,Gable,None,0,Gd,PConc,611,910,916,910,1826,4,1,Ex,7,Attchd,1915,Unf,1,164,6,2009,Normal
164000,120,32,4500,FR2,Mitchel,Norm,Norm,1998,1998,Hip,BrkFace,116,TA,PConc,319,1216,1216,0,1216,2,1,TA,5,Attchd,1998,Unf,2,402,5,2006,Normal
132500,20,NA,7758,Corner,Sawyer,Norm,Norm,1962,2001,Gable,None,0,TA,CBlock,411,999,999,0,999,3,1,Gd,6,Detchd,1963,Unf,1,264,3,2007,Normal
147000,20,80,9600,Inside,NAmes,Norm,Norm,1950,2007,Gable,None,0,Gd,CBlock,506,1113,1113,0,1113,3,1,Gd,5,Attchd,1950,Unf,1,264,7,2009,Normal
156000,20,79,10289,Inside,NAmes,Norm,Norm,1965,1965,Hip,BrkFace,168,TA,CBlock,237,1073,1073,0,1073,3,1,TA,6,Attchd,1965,RFn,2,515,6,2007,Normal
175000,20,70,12243,Inside,NWAmes,Norm,Norm,1971,1971,Gable,None,0,TA,CBlock,486,1484,1484,0,1484,3,1,TA,7,Attchd,1971,Unf,2,487,2,2007,Normal
